	Kingdom	Phylum	Class	Order	Family	Genus
ASV_2743	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
ASV_2744	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Profundimonas
ASV_2745	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas
ASV_2746	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_2747	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2748	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium
ASV_2749	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA
ASV_2750	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_2751	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA
ASV_2752	Bacteria	Actinobacteriota	WCHB1-81	NA	NA	NA
ASV_2753	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_2754	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_2755	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2756	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_2757	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_2758	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_2759	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_2760	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas
ASV_2761	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
ASV_2762	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella
ASV_2763	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
ASV_2764	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_2765	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_2766	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga
ASV_2767	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2768	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera
ASV_2769	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade
ASV_2770	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_2771	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_2772	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira
ASV_2773	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter
ASV_2774	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_2775	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2776	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_2777	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
ASV_2778	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_2779	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella
ASV_2780	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_2781	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_2782	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agaribacterium
ASV_2783	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ASV_2784	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_2785	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2786	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_2787	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2788	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_2789	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_2790	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2791	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_2792	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2793	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_2794	Bacteria	NB1-j	NA	NA	NA	NA
ASV_2795	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2796	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_2797	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_2798	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA
ASV_2799	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_2800	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	P13-46	NA
ASV_2801	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_2802	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_2803	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_2804	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_2805	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
ASV_2806	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_2807	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius
ASV_2808	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_2809	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_2810	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2811	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2812	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2813	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis
ASV_2814	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_2815	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_2816	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2817	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV_2818	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV_2819	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_2820	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV_2821	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_2822	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_2823	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_2824	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_2825	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
ASV_2826	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_2827	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV_2828	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_2829	Bacteria	FCPU426	NA	NA	NA	NA
ASV_2830	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2831	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_2832	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_2833	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade
ASV_2834	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_2835	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_2836	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_2837	Bacteria	NA	NA	NA	NA	NA
ASV_2838	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade
ASV_2839	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2840	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2841	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	NA
ASV_2842	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2843	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV_2844	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA
ASV_2845	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_2846	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2847	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_2848	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ASV_2849	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
ASV_2850	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_2851	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2852	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
ASV_2853	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2854	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_2855	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ASV_2856	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium
ASV_2857	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA
ASV_2858	Bacteria	NA	NA	NA	NA	NA
ASV_2859	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Motilimonas
ASV_2860	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula
ASV_2861	Bacteria	NA	NA	NA	NA	NA
ASV_2862	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	NA
ASV_2863	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
ASV_2864	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_2865	Bacteria	NA	NA	NA	NA	NA
ASV_2866	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella
ASV_2867	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter
ASV_2868	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV_2869	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_2870	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	NA	NA	NA
ASV_2871	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2872	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_2873	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58
ASV_2874	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_2875	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2876	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	NA
ASV_2877	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV_2878	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_2879	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_2880	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_2881	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax
ASV_2882	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_2883	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA
ASV_2884	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2885	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_2886	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica
ASV_2887	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	01D2Z36	NA
ASV_2888	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2889	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_2890	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_2891	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2892	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2893	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_2894	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade
ASV_2895	Bacteria	NB1-j	NA	NA	NA	NA
ASV_2896	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_2897	Bacteria	Proteobacteria	Gammaproteobacteria	F9P41300-M23	NA	NA
ASV_2898	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2899	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA
ASV_2900	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2901	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128
ASV_2902	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
ASV_2903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
ASV_2904	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_2905	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_2906	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_2907	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_2908	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_2909	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Rapidithrix
ASV_2910	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_2911	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_2912	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_2913	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_2914	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_2915	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA
ASV_2916	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2917	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea
ASV_2918	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65	NA	NA
ASV_2919	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA
ASV_2920	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA
ASV_2921	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2922	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA
ASV_2923	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2924	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
ASV_2925	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2926	Bacteria	NB1-j	NA	NA	NA	NA
ASV_2927	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Halioxenophilus
ASV_2928	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_2929	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2930	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_2931	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_2932	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
ASV_2933	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_2934	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2935	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_2936	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_2937	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV_2938	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_2939	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2940	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_2941	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_2942	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_2943	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_2944	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2945	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
ASV_2946	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_2947	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2948	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_2949	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA
ASV_2950	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera
ASV_2951	Bacteria	NA	NA	NA	NA	NA
ASV_2952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_2953	Bacteria	Myxococcota	Polyangia	MidBa8	NA	NA
ASV_2954	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2955	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_2956	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV_2957	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_2958	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_2959	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2960	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_2961	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_2962	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_2963	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus
ASV_2964	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_2965	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_2966	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_2967	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_2968	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2969	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_2970	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2971	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus
ASV_2972	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2973	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2974	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella
ASV_2975	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2976	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_2977	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2978	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV_2979	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA
ASV_2980	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2981	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	NA	NA
ASV_2982	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_2983	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_2984	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_2985	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio
ASV_2986	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_2987	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans
ASV_2988	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella
ASV_2989	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_2990	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_2991	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus
ASV_2992	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_2993	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_2994	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_2995	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
ASV_2996	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_2997	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Labilibacter
ASV_2998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_2999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
ASV_3000	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
ASV_3001	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_3002	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
ASV_3003	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa PCC-7319
ASV_3004	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3005	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3006	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas
ASV_3007	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_3008	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_3009	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_3010	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3011	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA
ASV_3012	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
